mo_id,criminal_id,crime_type,entry_method,escape_method,target_selection,crime_timing,weapon_used,dress_pattern,communication_method,vehicle_used,accomplice_count,victim_selection,planning_level,technology_used,repeat_pattern,special_notes
2902,CRM-IND-02902,Theft,Door break,Through lanes,Construction sites,Dusk,Hammer,Dark clothing,Prepaid SIM,Tempo,1,Banks,Moderately Planned,Skeleton keys,Known to repeat Theft offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Non-violent offender. No gang affiliation.
2903,CRM-IND-02903,Kidnapping,Back door,Bus,Women walking alone,Dusk,Machete,Uniform disguise,Telegram,Bicycle,0,IT parks,Professional,None,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. White Collar offender. No gang affiliation.
2904,CRM-IND-02904,Sexual Offense,Front door,Bus,Women walking alone,Dawn,Chain,Face mask and cap,Hand signals,Auto rickshaw,2,ATMs,Impulsive,Fake documents,Known to repeat Sexual Offense offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Violent offender. No gang affiliation.
2905,CRM-IND-02905,Cybercrime,Window break,Bike escape,Banks,Morning (6AM-10AM),Axe,Dark clothing,Hand signals,Car,6,Elderly people,Impulsive,GPS tracker,Known to repeat Cybercrime offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. White Collar offender. No gang affiliation.
2906,CRM-IND-02906,Cybercrime,Front door,Auto rickshaw,Construction sites,Dawn,None,Helmet and visor,Telegram,Car,6,Elderly people,Moderately Planned,Night vision,Known to repeat Cybercrime offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. White Collar offender. No gang affiliation.
2907,CRM-IND-02907,Assault,Wall breach,Car escape,Elderly people,Dusk,Hammer,Black hoodie,Coded language,Stolen vehicle,5,Construction sites,Impulsive,None,Known to repeat Assault offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Non-violent offender. No gang affiliation.
2908,CRM-IND-02908,Robbery,Not applicable,Hiding in crowd,Banks,Early morning (3AM-6AM),None,Face mask and cap,Face to face,Motorcycle,1,College students,Impulsive,Night vision,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Habitual Offender offender. No gang affiliation.
2909,CRM-IND-02909,Fraud,Key duplication,Bike escape,Women walking alone,Dawn,Chain,Helmet and visor,Face to face,Truck,5,Banks,Professional,Night vision,Known to repeat Fraud offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Violent offender. No gang affiliation.
2910,CRM-IND-02910,Assault,Lock picking,Auto rickshaw,Construction sites,Early morning (3AM-6AM),Axe,Formal attire,Coded language,On foot,3,Street vendors,Professional,None,Known to repeat Assault offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. No gang affiliation.
2911,CRM-IND-02911,Drug Offense,Lock picking,Through lanes,Jewelry shops,Dusk,Pistol,Face mask and cap,Hand signals,Bicycle,1,Banks,Highly Planned,Night vision,Known to repeat Drug Offense offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Violent offender. No gang affiliation.
2912,CRM-IND-02912,Murder,Key duplication,Car escape,Construction sites,Midnight,Knife,Formal attire,Telegram,Bicycle,4,IT parks,Moderately Planned,Lock pick set,Known to repeat Murder offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Habitual Offender offender. Gang affiliated: Silver Hawks.
2913,CRM-IND-02913,Extortion,Front door,Bike escape,Banks,Evening (6PM-9PM),Knife,Uniform disguise,Signal,On foot,6,Festival crowds,Highly Planned,None,Known to repeat Extortion offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Violent offender. No gang affiliation.
2914,CRM-IND-02914,Drug Offense,Fire escape,Train,College students,Early morning (3AM-6AM),None,Uniform disguise,Prepaid SIM,Bicycle,4,IT parks,Impulsive,None,Known to repeat Drug Offense offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Violent offender. No gang affiliation.
2915,CRM-IND-02915,Theft,Lock picking,Train,Women walking alone,Early morning (3AM-6AM),Knife,Helmet and visor,Prepaid SIM,Motorcycle,0,Jewelry shops,Professional,Fake documents,Known to repeat Theft offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Organized Crime offender. Gang affiliated: Night Wolves.
2916,CRM-IND-02916,Kidnapping,Door break,Taxi,Women walking alone,Late night (11PM-3AM),Machete,Casual clothes,WhatsApp,Auto rickshaw,5,Construction sites,Impulsive,None,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. No gang affiliation.
2917,CRM-IND-02917,Extortion,Back door,Through lanes,Parked vehicles,Dusk,Pistol,Black hoodie,Signal,Tempo,3,Elderly people,Impulsive,Skeleton keys,Known to repeat Extortion offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Organized Crime offender. No gang affiliation.
2918,CRM-IND-02918,Cybercrime,Not applicable,Bus,ATMs,Evening (6PM-9PM),None,Casual clothes,Telegram,Stolen vehicle,6,IT parks,Professional,None,Known to repeat Cybercrime offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. White Collar offender. No gang affiliation.
2919,CRM-IND-02919,Fraud,Door break,Auto rickshaw,Jewelry shops,Morning (6AM-10AM),Iron Rod,Face mask and cap,Hand signals,Van,1,Construction sites,Impulsive,Hacking tools,Known to repeat Fraud offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. Gang affiliated: Ghost Riders.
2920,CRM-IND-02920,Extortion,Key duplication,Train,Banks,Morning (6AM-10AM),None,Uniform disguise,Signal,SUV,4,Isolated houses,Moderately Planned,Fake documents,Known to repeat Extortion offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Non-violent offender. No gang affiliation.
2921,CRM-IND-02921,Kidnapping,Wall breach,Bus,Jewelry shops,Evening (6PM-9PM),Pistol,Dark clothing,Signal,Stolen vehicle,3,IT parks,Moderately Planned,Hacking tools,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Organized Crime offender. No gang affiliation.
2922,CRM-IND-02922,Theft,Door break,Bus,Jewelry shops,Dawn,Chain,Black hoodie,Face to face,On foot,6,Parked vehicles,Impulsive,None,Known to repeat Theft offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Violent offender. No gang affiliation.
2923,CRM-IND-02923,Sexual Offense,Front door,Taxi,Street vendors,Evening (6PM-9PM),Sword,Dark clothing,Telegram,Van,6,Jewelry shops,Highly Planned,None,Known to repeat Sexual Offense offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. White Collar offender. No gang affiliation.
2924,CRM-IND-02924,Kidnapping,Wall breach,Car escape,ATMs,Early morning (3AM-6AM),None,Sports wear,Telegram,Motorcycle,6,Street vendors,Professional,Hacking tools,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Habitual Offender offender. No gang affiliation.
2925,CRM-IND-02925,Assault,Key duplication,Bike escape,Construction sites,Afternoon (12PM-3PM),Axe,Sports wear,Telegram,Stolen vehicle,4,College students,Professional,Skeleton keys,Known to repeat Assault offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Non-violent offender. No gang affiliation.
2926,CRM-IND-02926,Cybercrime,Back door,Through lanes,Construction sites,Afternoon (12PM-3PM),None,Workman overalls,Signal,Motorcycle,2,Festival crowds,Moderately Planned,Signal jammer,Known to repeat Cybercrime offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Habitual Offender offender. No gang affiliation.
2927,CRM-IND-02927,Murder,Key duplication,Bike escape,Elderly people,Midnight,Cricket Bat,Uniform disguise,Hand signals,Auto rickshaw,5,Elderly people,Impulsive,GPS tracker,Known to repeat Murder offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Habitual Offender offender. No gang affiliation.
2928,CRM-IND-02928,Robbery,Window break,Auto rickshaw,Parked vehicles,Early morning (3AM-6AM),None,Casual clothes,Telegram,Tempo,5,ATMs,Opportunistic,None,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Violent offender. Gang affiliated: Tiger Gang.
2929,CRM-IND-02929,Murder,Roof entry,Through lanes,Jewelry shops,Late night (11PM-3AM),Hammer,Formal attire,Coded language,Motorcycle,3,Construction sites,Professional,Hacking tools,Known to repeat Murder offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. No gang affiliation.
2930,CRM-IND-02930,Theft,Fire escape,Taxi,College students,Evening (6PM-9PM),None,Dark clothing,Hand signals,Bicycle,0,Jewelry shops,Opportunistic,Night vision,Known to repeat Theft offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Habitual Offender offender. No gang affiliation.
2931,CRM-IND-02931,Murder,Roof entry,Taxi,College students,Dusk,Pistol,Dark clothing,Coded language,Tempo,5,Isolated houses,Moderately Planned,Skeleton keys,Known to repeat Murder offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Habitual Offender offender. No gang affiliation.
2932,CRM-IND-02932,Murder,Fire escape,Car escape,Construction sites,Afternoon (12PM-3PM),None,Helmet and visor,Prepaid SIM,Stolen vehicle,0,College students,Moderately Planned,Lock pick set,Known to repeat Murder offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Organized Crime offender. No gang affiliation.
2933,CRM-IND-02933,Sexual Offense,Door break,Through lanes,Jewelry shops,Late night (11PM-3AM),Axe,Workman overalls,Hand signals,Car,0,Banks,Impulsive,GPS tracker,Known to repeat Sexual Offense offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Organized Crime offender. No gang affiliation.
2934,CRM-IND-02934,Cybercrime,Lock picking,Auto rickshaw,Isolated houses,Evening (6PM-9PM),Machete,Black hoodie,Hand signals,Bicycle,1,College students,Professional,GPS tracker,Known to repeat Cybercrime offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. White Collar offender. No gang affiliation.
2935,CRM-IND-02935,Theft,Front door,Bike escape,ATMs,Evening (6PM-9PM),None,Formal attire,Coded language,Truck,1,Women walking alone,Professional,Fake documents,Known to repeat Theft offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. White Collar offender. No gang affiliation.
2936,CRM-IND-02936,Kidnapping,Front door,Hiding in crowd,Isolated houses,Dusk,Cricket Bat,Workman overalls,Coded language,On foot,5,IT parks,Highly Planned,None,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as Medium risk. Non-violent offender. Gang affiliated: Vishrantwadi Boys.
2937,CRM-IND-02937,Kidnapping,Roof entry,Bus,Construction sites,Dusk,Pistol,Black hoodie,Face to face,Auto rickshaw,5,Festival crowds,Moderately Planned,None,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. Non-violent offender. No gang affiliation.
2938,CRM-IND-02938,Kidnapping,Roof entry,Train,ATMs,Early morning (3AM-6AM),Chain,Workman overalls,Prepaid SIM,Auto rickshaw,6,Isolated houses,Impulsive,Night vision,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Violent offender. No gang affiliation.
2939,CRM-IND-02939,Robbery,Wall breach,Bus,Construction sites,Midnight,Knife,Formal attire,WhatsApp,SUV,3,Offices after hours,Moderately Planned,GPS tracker,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as Critical risk. White Collar offender. No gang affiliation.
2940,CRM-IND-02940,Theft,Key duplication,Bike escape,College students,Late night (11PM-3AM),None,Black hoodie,Face to face,Motorcycle,4,Banks,Professional,Hacking tools,Known to repeat Theft offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Habitual Offender offender. Gang affiliated: Silver Hawks.
2941,CRM-IND-02941,Kidnapping,Key duplication,On foot,ATMs,Dusk,None,Sports wear,Hand signals,Motorcycle,3,Jewelry shops,Moderately Planned,Lock pick set,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Organized Crime offender. No gang affiliation.
2942,CRM-IND-02942,Cybercrime,Key duplication,Train,Parked vehicles,Dusk,Machete,Face mask and cap,Coded language,Motorcycle,2,Banks,Moderately Planned,Skeleton keys,Known to repeat Cybercrime offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Organized Crime offender. No gang affiliation.
2943,CRM-IND-02943,Robbery,Lock picking,Bus,Offices after hours,Evening (6PM-9PM),Cricket Bat,Sports wear,WhatsApp,Auto rickshaw,5,Street vendors,Highly Planned,Fake documents,Known to repeat Robbery offenses in similar areas with consistent timing patterns.,Subject classified as High risk. White Collar offender. No gang affiliation.
2944,CRM-IND-02944,Murder,Window break,Train,ATMs,Evening (6PM-9PM),Pistol,Formal attire,Face to face,On foot,0,Elderly people,Highly Planned,None,Known to repeat Murder offenses in similar areas with consistent timing patterns.,Subject classified as Low risk. Non-violent offender. Gang affiliated: Fire Eagles.
2945,CRM-IND-02945,Kidnapping,Lock picking,Train,Banks,Dusk,Axe,Face mask and cap,Hand signals,On foot,3,Banks,Professional,Hacking tools,Known to repeat Kidnapping offenses in similar areas with consistent timing patterns.,Subject classified as High risk. Violent offender. No gang affiliation.
